what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1291051380581
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1291051380592
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1291051380603
started,bundle,org.eclipse.mylyn.commons.net,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.net",1291051380603
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1291051380610
started,bundle,org.eclipse.mylyn.context.core,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.context.core",1291051380616
started,bundle,org.eclipse.mylyn.context.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.context.ui",1291051380691
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.monitor.ui",1291051380699
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.tasks.ui",1291051380773
started,bundle,org.eclipse.mylyn.team.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.team.ui",1291051380781
started,bundle,org.eclipse.pde.launching,3.6.0.v20100601,"org.eclipse.pde.launching",1291051380792
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1291051380876
started,bundle,org.eclipse.team.core,3.5.100.I20100527-0800,"org.eclipse.team.core",1291051380933
started,bundle,org.eclipse.team.cvs.core,3.3.300.I20100526-0800,"org.eclipse.team.cvs.core",1291051380963
started,bundle,org.eclipse.team.cvs.ui,3.3.300.I20100526-0800,"org.eclipse.team.cvs.ui",1291051380974
started,bundle,org.eclipse.team.ui,3.5.100.I20100527-0800,"org.eclipse.team.ui",1291051380982
started,bundle,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui",1291051380992
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1291051380997
started,bundle,org.eclipse.ui.editors,3.6.0.v20100520-0800,"org.eclipse.ui.editors",1291051380997
started,bundle,org.eclipse.ui.forms,3.5.0.v20100427,"org.eclipse.ui.forms",1291051381028
started,bundle,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.ide",1291051381048
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1291051381072
started,bundle,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views",1291051381116
started,bundle,org.eclipse.ui.views.log,1.0.100.v20100423,"org.eclipse.ui.views.log",1291051381170
started,bundle,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"org.eclipse.ui.workbench",1291051381183
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.workbench.texteditor",1291051381190
started,bundle,org.eclipse.emf.common,2.6.0.v20100914-1218,"org.eclipse.emf.common",1291051381199
started,bundle,org.eclipse.emf.ecore,2.6.1.v20100914-1218,"org.eclipse.emf.ecore",1291051381207
started,bundle,org.eclipse.pde.ui,3.6.1.v20100810_r361,"org.eclipse.pde.ui",1291051381246
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.102.v201008170019,"org.eclipse.wst.common.project.facet.core",1291051381283
started,bundle,org.eclipse.wst.web,1.1.401.v201007151900,"org.eclipse.wst.web",1291051381291
os,sysinfo,,,"macosx",1291051381294
arch,sysinfo,,,"x86",1291051381294
ws,sysinfo,,,"cocoa",1291051381294
locale,sysinfo,,,"en_US",1291051381294
processors,sysinfo,,,"2",1291051381294
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1291051381294
java.runtime.version,sysinfo,,,"1.6.0_22-b04-307-10M3261",1291051381294
java.specification.name,sysinfo,,,"Java Platform API Specification",1291051381294
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1291051381294
java.specification.version,sysinfo,,,"1.6",1291051381294
java.vendor,sysinfo,,,"Apple Inc.",1291051381294
java.version,sysinfo,,,"1.6.0_22",1291051381294
java.vm.info,sysinfo,,,"mixed mode",1291051381294
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1291051381294
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1291051381294
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1291051381294
java.vm.specification.version,sysinfo,,,"1.0",1291051381294
java.vm.vendor,sysinfo,,,"Apple Inc.",1291051381294
java.vm.version,sysinfo,,,"17.1-b03-307",1291051381294
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1291051381504
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1291051381621
started,bundle,org.eclipse.update.core,3.2.400.v20100512,"org.eclipse.update.core",1291051381638
started,bundle,org.eclipse.emf.ecore.xmi,2.5.0.v20100521-1846,"org.eclipse.emf.ecore.xmi",1291051381720
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.102.v201008182136,"org.eclipse.jst.common.project.facet.core",1291051381946
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.200.v201008201800,"org.eclipse.jst.ws.jaxrs.core",1291051381974
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291051675620
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1291051675631
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1291051683797
closed,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1291051683820
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291051692599
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291051705125
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291051711035
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1291051714261
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291051714288
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291051724779
started,bundle,org.eclipse.jpt.core,2.3.0.v201006020000,"org.eclipse.jpt.core",1291051898654
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291051898860
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1291051909313
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291051912479
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291051923786
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1291051924026
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1291051924110
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.selectAll",1291051926032
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1291051926631
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1291051927994
opened,view,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.views.ProblemView",1291052010811
