what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291336467899
executed,command,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1291336467984
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1291336482865
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291336561926
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291336611542
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1291336615043
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1291336619391
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1291336622209
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1291336623435
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291336702949
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291382378955
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291382387581
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291384013750
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1291384020261
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291384025555
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291384031332
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1291384031357
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1291384033387
executed,command,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.project.closeProject",1291384038690
closed,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1291384039010
closed,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1291384039070
closed,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1291384039115
closed,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1291384039154
closed,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1291384039189
closed,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1291384039222
closed,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1291384039258
closed,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1291384039314
closed,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1291384039389
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291384048275
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291384067821
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291384073234
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291384084059
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291384087614
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291384102070
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291384102115
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291384114927
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291384326492
executed,command,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.project.openProject",1291384329444
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291384329728
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291384330297
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291384386991
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291384615979
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1291384621815
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1291384621859
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291384659628
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1291385044329
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291385044399
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1291385044508
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1291385044557
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1291385058708
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1291385058886
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1291385058939
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1291385063537
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1291385063764
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1291385063815
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291385149932
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291385715706
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291385816763
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291395019791
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291395024067
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291395057217
